symbol,date,open,high,low,close,volume,change,changePercent,vwap
TXN,2025-04-04,159.95,161.07,152.04,152.43,9476871,-7.52,-4.70147,155.18
TXN,2025-04-03,171.84,174.19,164.0,164.2,11845192,-7.64,-4.45,168.5575
TXN,2025-04-02,175.82,179.93,175.19,178.19,4368900,2.37,1.35,177.2825
TXN,2025-04-01,179.28,179.56,174.27,177.99,5965400,-1.29,-0.71954,177.775
TXN,2025-03-31,175.42,180.2,173.96,179.7,9222896,4.28,2.44,177.32
TXN,2025-03-28,179.66,180.73,175.58,176.33,5490695,-3.33,-1.85,178.075
TXN,2025-03-27,183.02,183.02,177.52,180.76,5035900,-2.26,-1.23,181.08
TXN,2025-03-26,184.26,186.01,183.28,184.49,5816621,0.23,0.12482,184.51
TXN,2025-03-25,184.49,186.84,183.55,183.97,4357411,-0.52,-0.28186,184.7125
TXN,2025-03-24,182.95,187.48,182.53,185.51,5694983,2.56,1.4,184.6175
TXN,2025-03-21,178.53,179.84,177.04,179.0,11822921,0.47,0.26326,178.6025
TXN,2025-03-20,179.41,181.81,178.5,180.68,4980005,1.27,0.70788,180.1
TXN,2025-03-19,179.67,183.66,178.71,181.74,5675000,2.07,1.15,180.945
TXN,2025-03-18,179.7,179.77,177.61,179.45,4077700,-0.25,-0.13912,179.1325
TXN,2025-03-17,176.1,181.29,175.97,179.99,4940400,3.89,2.21,178.3375
TXN,2025-03-14,175.6,176.86,175.07,176.42,4927900,0.825,0.46697,175.9875
TXN,2025-03-13,175.08,176.97,172.09,173.6,5277248,-1.48,-0.84533,174.435
TXN,2025-03-12,178.25,179.62,174.75,175.7,5436100,-2.55,-1.43,177.08
TXN,2025-03-11,188.11,188.33,176.91,177.34,7981400,-10.77,-5.73,182.6725
TXN,2025-03-10,187.62,189.47,183.41,186.49,9161429,-1.13,-0.60228,186.7475
TXN,2025-03-07,189.26,191.27,185.72,190.52,7706800,1.26,0.66575,189.1925
TXN,2025-03-06,191.76,193.92,188.5,189.34,7120200,-2.42,-1.26,190.88
TXN,2025-03-05,195.22,197.0,190.76,195.57,5484440,0.35,0.17928,194.6375
TXN,2025-03-04,196.37,198.93,193.02,194.84,7159214,-1.53,-0.77914,195.79
TXN,2025-03-03,199.01,200.25,193.59,194.39,6141348,-4.62,-2.32,196.81
TXN,2025-02-28,193.29,196.25,191.49,195.99,9024500,2.7,1.4,194.255
TXN,2025-02-27,197.5,198.13,191.15,191.3,7761733,-6.2,-3.14,194.52
TXN,2025-02-26,199.98,200.03,195.78,198.24,5611621,-1.74,-0.87009,198.5075
TXN,2025-02-25,201.47,202.59,198.44,199.98,7441744,-1.49,-0.73956,200.62
TXN,2025-02-24,202.14,205.41,200.35,200.74,7675911,-1.4,-0.69259,202.16
TXN,2025-02-21,204.66,205.75,201.31,202.0,7349967,-2.66,-1.3,203.43
TXN,2025-02-20,199.32,204.26,197.91,203.96,9190100,4.64,2.33,201.3625
TXN,2025-02-19,189.74,197.96,188.73,196.32,8438300,6.58,3.47,193.1875
TXN,2025-02-18,182.66,187.16,182.66,186.46,4578700,3.8,2.08,184.735
TXN,2025-02-14,181.51,184.72,181.06,183.03,4137900,1.52,0.83742,182.58
